省份,日期,新增确诊,新增治愈,新增死亡,累计确诊人数,累计治愈人数,累计死亡人数
湖北,2020-01-10,41,2,1,41,2,1
湖北,2020-01-11,0,4,0,41,6,1
湖北,2020-01-12,0,1,0,41,7,1
湖北,2020-01-15,0,5,1,41,12,2
湖北,2020-01-16,4,3,0,45,15,2
湖北,2020-01-17,17,4,0,62,19,2
湖北,2020-01-18,59,5,1,121,24,3
湖北,2020-01-19,77,1,1,198,25,4
湖北,2020-01-20,60,0,2,258,25,6
湖北,2020-01-21,105,3,3,363,28,9
湖北,2020-01-22,62,0,8,425,28,17
湖北,2020-01-23,70,3,6,495,31,23
湖北,2020-01-24,77,1,15,572,32,38
湖北,2020-01-25,46,8,7,618,40,45
湖北,2020-01-26,80,2,18,698,42,63
湖北,2020-01-27,892,0,22,1590,42,85
湖北,2020-01-28,315,0,19,1905,42,104
湖北,2020-01-29,356,7,25,2261,49,129
湖北,2020-01-30,378,21,30,2639,70,159
湖北,2020-01-31,576,36,33,3215,106,192
湖北,2020-02-01,894,32,32,4109,138,224
湖北,2020-02-02,1033,53,41,5142,191,265
湖北,2020-02-03,1242,79,48,6384,270,313
湖北,2020-02-04,1967,65,49,8351,335,362
湖北,2020-02-05,1766,63,52,10117,398,414
湖北,2020-02-06,1501,103,64,11618,501,478
湖北,2020-02-07,1985,164,67,13603,665,545
湖北,2020-02-08,1379,179,63,14982,844,608
湖北,2020-02-09,1920,167,73,16902,1011,681
湖北,2020-02-10,1552,162,67,18454,1173,748
湖北,2020-02-11,1104,171,72,19558,1344,820
湖北,2020-02-12,12523,538,108,32081,1882,928
湖北,2020-02-13,3910,370,88,35991,2252,1016
湖北,2020-02-14,1923,486,107,37914,2738,1123
湖北,2020-02-15,1548,413,110,39462,3151,1233
湖北,2020-02-16,1690,543,76,41152,3694,1309
湖北,2020-02-17,1600,761,72,42752,4455,1381
湖北,2020-02-18,1660,676,116,44412,5131,1497
湖北,2020-02-19,640,553,88,45052,5684,1585
湖北,2020-02-20,319,766,99,45371,6450,1684
湖北,2020-02-21,315,992,90,45686,7442,1774
湖北,2020-02-22,573,965,82,46259,8407,1856
湖北,2020-02-23,348,772,131,46607,9179,1987
湖北,2020-02-24,464,1391,56,47071,10570,2043
湖北,2020-02-25,370,1456,42,47441,12026,2085
湖北,2020-02-26,383,1535,19,47824,13561,2104
湖北,2020-02-27,313,2498,28,48137,16059,2132
湖北,2020-02-28,420,1726,37,48557,17785,2169
湖北,2020-02-29,565,1675,26,49122,19460,2195
湖北,2020-03-01,193,1958,32,49315,21418,2227
湖北,2020-03-02,111,1846,24,49426,23264,2251
湖北,2020-03-03,114,1859,31,49540,25123,2282
湖北,2020-03-04,131,1426,23,49671,26549,2305
湖北,2020-03-05,126,1038,23,49797,27587,2328
湖北,2020-03-06,74,1157,21,49871,28744,2349
湖北,2020-03-07,41,1259,21,49912,30003,2370
湖北,2020-03-08,36,1163,18,49948,31166,2388
湖北,2020-03-09,17,896,16,49965,32062,2404
湖北,2020-03-10,13,1202,19,49978,33264,2423
湖北,2020-03-11,8,1053,7,49986,34317,2430
湖北,2020-03-12,5,1103,6,49991,35420,2436
湖北,2020-03-13,4,1254,10,49995,36674,2446
湖北,2020-03-14,4,1111,10,49999,37785,2456
湖北,2020-03-15,4,752,13,50003,38537,2469
湖北,2020-03-16,1,836,11,50004,39373,2480
湖北,2020-03-17,1,800,10,50005,40173,2490
湖北,2020-03-18,0,713,6,50005,40886,2496
湖北,2020-03-19,0,620,2,50005,41506,2498
湖北,2020-03-20,0,502,6,50005,42008,2504
湖北,2020-03-21,0,463,4,50005,42471,2508
湖北,2020-03-22,0,434,9,50005,42905,2517
湖北,2020-03-23,1,426,7,50006,43331,2524
湖北,2020-03-24,0,372,2,50006,43703,2526
湖北,2020-03-25,0,317,5,50006,44020,2531
湖北,2020-03-26,0,523,4,50006,44543,2535
湖北,2020-03-27,0,260,3,50006,44803,2538
湖北,2020-03-28,0,367,5,50006,45170,2543
湖北,2020-03-29,0,215,4,50006,45385,2547
湖北,2020-03-30,0,169,1,50006,45554,2548
湖北,2020-03-31,1,73,5,50007,45627,2553
湖北,2020-04-01,0,45,6,50007,45672,2559
湖北,2020-04-02,0,41,4,50007,45713,2563
湖北,2020-04-03,1,50,4,50008,45763,2567
湖北,2020-04-04,0,73,3,50008,45836,2570
湖北,2020-04-05,0,69,1,50008,45905,2571
湖北,2020-04-06,0,59,0,50008,45964,2571
湖北,2020-04-07,0,69,1,50008,46033,2572
湖北,2020-04-08,0,45,2,50008,46078,2574
湖北,2020-04-09,0,49,1,50008,46127,2575
湖北,2020-04-10,0,27,2,50008,46154,2577
湖北,2020-04-11,0,17,0,50008,46171,2577
湖北,2020-04-12,0,57,2,50008,46228,2579
湖北,2020-04-13,0,25,0,50008,46253,2579
湖北,2020-04-14,0,39,0,50008,46292,2579
湖北,2020-04-15,0,33,0,50008,46325,2579
湖北,2020-04-16,325,10,1290,50333,46335,3869
湖北,2020-04-17,0,7,0,50333,46342,3869
湖北,2020-04-18,0,13,0,50333,46355,3869
湖北,2020-04-19,0,4,0,50333,46359,3869
湖北,2020-04-20,0,3,0,50333,46362,3869
湖北,2020-04-21,0,5,0,50333,46367,3869
湖北,2020-04-22,0,28,0,50333,46395,3869
湖北,2020-04-23,0,22,0,50333,46417,3869
湖北,2020-04-24,0,24,0,50333,46441,3869
湖北,2020-04-25,0,11,0,50333,46452,3869
湖北,2020-04-26,0,12,0,50333,46464,3869
湖北,2020-05-09,1,0,0,50334,46464,3869
湖北,2020-05-10,5,0,0,50339,46464,3869
湖北,2020-05-18,1,0,0,50340,46464,3869
湖北,2020-05-24,0,1,0,50340,46465,3869
湖北,2020-05-26,0,1,0,50340,46466,3869
湖北,2020-05-29,0,1,0,50340,46467,3869
湖北,2020-05-31,0,1,0,50340,46468,3869
湖北,2020-06-04,0,3,0,50340,46471,3869
北京,2020-01-19,2,0,0,2,0,0
北京,2020-01-24,0,1,0,2,1,0
北京,2020-01-25,0,1,0,2,2,0
北京,2020-01-26,3,0,0,5,2,0
北京,2020-01-27,2,0,0,7,2,0
北京,2020-01-28,3,0,0,10,2,0
北京,2020-01-30,6,0,0,16,2,0
北京,2020-01-31,3,0,0,19,2,0
北京,2020-02-01,2,0,0,21,2,0
北京,2020-02-02,7,0,0,28,2,0
北京,2020-02-03,1,0,0,29,2,0
北京,2020-02-05,3,0,0,32,2,0
北京,2020-02-06,2,0,0,34,2,0
北京,2020-02-08,1,0,0,35,2,0
北京,2020-02-09,1,0,0,36,2,0
北京,2020-02-11,1,0,0,37,2,0
北京,2020-02-12,1,0,0,38,2,0
北京,2020-02-13,1,0,0,39,2,0
北京,2020-06-13,4,0,0,43,2,0
北京,2020-06-14,7,0,0,50,2,0
北京,2020-06-15,1,0,0,51,2,0
北京,2020-06-16,5,0,0,56,2,0
北京,2020-06-17,6,0,0,62,2,0
北京,2020-06-18,5,0,0,67,2,0
北京,2020-06-19,8,0,0,75,2,0
北京,2020-06-20,8,0,0,83,2,0
北京,2020-06-22,3,0,0,86,2,0
北京,2020-06-23,1,0,0,87,2,0
北京,2020-06-24,4,0,0,91,2,0
北京,2020-06-25,1,0,0,92,2,0
北京,2020-06-26,2,0,0,94,2,0
北京,2020-06-27,4,0,0,98,2,0
北京,2020-06-28,2,0,0,100,2,0
北京,2020-06-29,1,0,0,101,2,0
北京,2020-06-30,3,0,0,104,2,0
广东,2020-01-19,1,0,0,1,0,0
广东,2020-01-20,8,0,0,9,0,0
广东,2020-01-21,5,0,0,14,0,0
广东,2020-01-22,1,0,0,15,0,0
广东,2020-01-23,0,2,0,15,2,0
广东,2020-01-24,5,0,0,20,2,0
广东,2020-01-25,7,0,0,27,2,0
广东,2020-01-26,9,0,0,36,2,0
广东,2020-01-27,13,2,0,49,4,0
广东,2020-01-28,14,0,0,63,4,0
广东,2020-01-29,23,0,0,86,4,0
广东,2020-01-30,24,0,0,110,4,0
广东,2020-01-31,60,0,0,170,4,0
广东,2020-02-01,26,1,0,196,5,0
广东,2020-02-02,30,0,0,226,5,0
广东,2020-02-03,43,5,0,269,10,0
广东,2020-02-04,20,3,0,289,13,0
广东,2020-02-05,25,3,0,314,16,0
广东,2020-02-06,20,6,0,334,22,0
广东,2020-02-07,17,9,0,351,31,0
广东,2020-02-08,13,8,0,364,39,0
广东,2020-02-09,4,7,0,368,46,0
广东,2020-02-10,7,10,0,375,56,0
广东,2020-02-11,11,10,0,386,66,0
广东,2020-02-12,5,15,0,391,81,0
广东,2020-02-13,9,13,0,400,94,0
广东,2020-02-14,6,10,0,406,104,0
广东,2020-02-15,8,11,0,414,115,0
广东,2020-02-16,1,16,2,415,131,2
广东,2020-02-17,1,21,0,416,152,2
广东,2020-02-18,0,11,0,416,163,2
广东,2020-02-19,0,19,0,416,182,2
广东,2020-02-20,0,17,0,416,199,2
广东,2020-02-21,1,23,0,417,222,2
广东,2020-02-22,0,4,1,417,226,3
广东,2020-02-23,0,11,0,417,237,3
广东,2020-02-24,0,12,0,417,249,3
广东,2020-02-25,0,13,0,417,262,3
广东,2020-02-26,0,9,0,417,271,3
广东,2020-02-27,0,10,0,417,281,3
广东,2020-03-01,0,39,0,417,320,3
广东,2020-03-02,0,12,0,417,332,3
广东,2020-03-03,0,9,0,417,341,3
广东,2020-03-05,0,17,0,417,358,3
广东,2020-03-07,0,10,0,417,368,3
广东,2020-03-08,0,5,0,417,373,3
广东,2020-03-09,0,8,0,417,381,3
广东,2020-03-10,0,6,0,417,387,3
广东,2020-03-11,0,5,0,417,392,3
广东,2020-03-13,0,3,0,417,395,3
广东,2020-03-14,0,1,0,417,396,3
广东,2020-03-15,0,5,0,417,401,3
广东,2020-03-17,0,2,0,417,403,3
广东,2020-03-18,0,4,0,417,407,3
广东,2020-03-20,0,3,0,417,410,3
广东,2020-03-22,0,1,0,417,411,3
广东,2020-03-23,0,3,0,417,414,3
广东,2020-03-31,1,0,0,418,414,3
广东,2020-04-05,1,0,0,419,414,3
广东,2020-04-16,1,0,0,420,414,3
广东,2020-04-17,1,0,0,421,414,3
广东,2020-04-18,1,0,0,422,414,3
广东,2020-04-28,1,0,0,423,414,3
北京,2020-01-20,2,0,0,2,0,0
北京,2020-01-24,1,0,0,3,0,0
北京,2020-01-25,2,0,0,5,0,0
北京,2020-01-26,2,0,0,7,0,0
北京,2020-01-28,1,0,0,8,0,0
北京,2020-01-29,1,0,0,9,0,0
北京,2020-01-30,3,0,0,12,0,0
北京,2020-02-02,1,0,0,13,0,0
北京,2020-02-03,1,0,0,14,0,0
北京,2020-02-04,1,0,0,15,0,0
北京,2020-02-06,2,0,0,17,0,0
北京,2020-02-09,1,0,0,18,0,0
北京,2020-02-10,1,0,0,19,0,0
北京,2020-02-12,5,0,0,24,0,0
北京,2020-02-15,1,0,0,25,0,0
北京,2020-02-17,4,0,0,29,0,0
北京,2020-06-25,1,0,0,30,0,0
浙江,2020-01-20,1,0,0,1,0,0
浙江,2020-01-22,5,0,0,6,0,0
浙江,2020-01-24,6,0,0,12,0,0
浙江,2020-01-25,15,0,0,27,0,0
浙江,2020-01-27,5,0,0,32,0,0
浙江,2020-01-28,19,0,0,51,0,0
浙江,2020-01-29,18,0,0,69,0,0
浙江,2020-01-30,16,0,0,85,0,0
浙江,2020-01-31,13,0,0,98,0,0
浙江,2020-02-01,12,2,0,110,2,0
浙江,2020-02-02,8,0,0,118,2,0
浙江,2020-02-03,13,4,0,131,6,0
浙江,2020-02-04,9,1,0,140,7,0
浙江,2020-02-05,5,8,0,145,15,0
浙江,2020-02-06,5,1,0,150,16,0
浙江,2020-02-07,3,6,0,153,22,0
浙江,2020-02-08,1,7,0,154,29,0
浙江,2020-02-09,1,12,0,155,41,0
浙江,2020-02-10,2,7,0,157,48,0
浙江,2020-02-11,2,3,0,159,51,0
浙江,2020-02-12,3,12,0,162,63,0
浙江,2020-02-13,3,6,0,165,69,0
浙江,2020-02-14,1,4,0,166,73,0
浙江,2020-02-15,0,2,0,166,75,0
浙江,2020-02-16,2,6,0,168,81,0
浙江,2020-02-17,0,13,0,168,94,0
浙江,2020-02-18,0,4,0,168,98,0
浙江,2020-02-19,1,10,0,169,108,0
浙江,2020-02-20,0,3,0,169,111,0
浙江,2020-02-21,0,10,0,169,121,0
浙江,2020-02-22,0,2,0,169,123,0
浙江,2020-02-23,0,8,0,169,131,0
浙江,2020-02-24,0,5,0,169,136,0
浙江,2020-02-25,0,3,0,169,139,0
浙江,2020-02-26,0,6,0,169,145,0
浙江,2020-02-27,0,6,0,169,151,0
浙江,2020-02-28,0,8,0,169,159,0
浙江,2020-02-29,0,5,0,169,164,0
浙江,2020-03-01,0,1,0,169,165,0
浙江,2020-03-02,5,0,0,174,165,0
浙江,2020-03-04,0,4,0,174,169,0
浙江,2020-03-05,0,1,0,174,170,0
浙江,2020-03-08,0,3,0,174,173,0
浙江,2020-03-10,0,1,0,174,174,0
浙江,2020-03-13,12,0,0,186,174,0
浙江,2020-03-15,0,2,0,186,176,0
湖北,2020-01-20,12,0,0,12,0,0
湖北,2020-01-24,52,0,0,64,0,0
湖北,2020-01-25,58,2,2,122,2,2
湖北,2020-01-26,32,0,2,154,2,4
湖北,2020-01-27,59,2,0,213,4,4
湖北,2020-01-28,111,0,1,324,4,5
湖北,2020-01-29,172,3,7,496,7,12
湖北,2020-01-30,77,1,0,573,8,12
湖北,2020-01-31,153,11,2,726,19,14
湖北,2020-02-01,276,10,1,1002,29,15
湖北,2020-02-02,244,5,2,1246,34,17
湖北,2020-02-03,176,9,2,1422,43,19
湖北,2020-02-04,223,11,6,1645,54,25
湖北,2020-02-05,162,10,4,1807,64,29
湖北,2020-02-06,90,6,3,1897,70,32
湖北,2020-02-07,144,37,4,2041,107,36
湖北,2020-02-08,100,32,7,2141,139,43
湖北,2020-02-09,111,52,2,2252,191,45
湖北,2020-02-10,80,90,7,2332,281,52
湖北,2020-02-11,66,59,2,2398,340,54
湖北,2020-02-12,230,89,4,2628,429,58
湖北,2020-02-13,163,77,1,2791,506,59
湖北,2020-02-14,26,107,9,2817,613,68
湖北,2020-02-15,6,105,7,2823,718,75
湖北,2020-02-16,5,122,3,2828,840,78
湖北,2020-02-17,0,103,6,2828,943,84
湖北,2020-02-18,16,116,1,2844,1059,85
湖北,2020-02-19,22,90,2,2866,1149,87
湖北,2020-02-20,17,125,3,2883,1274,90
湖北,2020-02-21,16,134,5,2899,1408,95
湖北,2020-02-22,5,132,3,2904,1540,98
湖北,2020-02-23,0,119,5,2904,1659,103
湖北,2020-02-24,0,101,3,2904,1760,106
湖北,2020-02-25,0,92,1,2904,1852,107
湖北,2020-02-26,0,96,3,2904,1948,110
湖北,2020-02-27,0,93,4,2904,2041,114
湖北,2020-02-28,0,78,1,2904,2119,115
湖北,2020-02-29,1,52,0,2905,2171,115
湖北,2020-03-01,0,89,1,2905,2260,116
湖北,2020-03-02,2,83,3,2907,2343,119
湖北,2020-03-03,0,63,2,2907,2406,121
湖北,2020-03-04,0,66,0,2907,2472,121
湖北,2020-03-05,0,54,1,2907,2526,122
湖北,2020-03-06,0,56,3,2907,2582,125
湖北,2020-03-07,0,45,0,2907,2627,125
湖北,2020-03-08,0,14,0,2907,2641,125
湖北,2020-03-09,0,16,0,2907,2657,125
湖北,2020-03-10,0,27,0,2907,2684,125
湖北,2020-03-11,0,21,0,2907,2705,125
湖北,2020-03-12,0,15,0,2907,2720,125
湖北,2020-03-13,0,10,0,2907,2730,125
湖北,2020-03-14,0,8,0,2907,2738,125
湖北,2020-03-15,0,12,0,2907,2750,125
湖北,2020-03-16,0,6,0,2907,2756,125
湖北,2020-03-17,0,23,0,2907,2779,125
湖北,2020-03-18,0,3,0,2907,2782,125
广东,2020-01-20,1,0,0,1,0,0
广东,2020-01-23,4,0,0,5,0,0
广东,2020-01-24,2,0,0,7,0,0
广东,2020-01-25,1,0,0,8,0,0
广东,2020-01-27,3,0,0,11,0,0
广东,2020-01-28,1,1,0,12,1,0
广东,2020-01-29,5,0,0,17,1,0
广东,2020-01-31,3,0,0,20,1,0
广东,2020-02-01,3,0,0,23,1,0
广东,2020-02-02,5,0,0,28,1,0
广东,2020-02-03,1,0,0,29,1,0
广东,2020-02-04,2,0,0,31,1,0
广东,2020-02-05,4,0,0,35,1,0
广东,2020-02-06,4,0,0,39,1,0
广东,2020-02-07,2,0,0,41,1,0
广东,2020-02-08,6,0,0,47,1,0
广东,2020-02-09,3,0,0,50,1,0
广东,2020-02-10,3,3,0,53,4,0
广东,2020-02-11,1,0,0,54,4,0
广东,2020-02-12,1,3,0,55,7,0
广东,2020-02-13,1,7,0,56,14,0
广东,2020-02-14,2,4,0,58,18,0
广东,2020-02-15,0,8,0,58,26,0
广东,2020-02-17,1,8,0,59,34,0
广东,2020-02-18,3,2,0,62,36,0
广东,2020-02-19,0,2,0,62,38,0
广东,2020-02-20,0,3,0,62,41,0
广东,2020-02-21,0,2,0,62,43,0
广东,2020-02-22,0,3,0,62,46,0
广东,2020-02-25,0,3,0,62,49,0
广东,2020-02-26,0,3,0,62,52,0
广东,2020-02-27,0,2,0,62,54,0
广东,2020-02-28,0,1,0,62,55,0
广东,2020-02-29,0,3,0,62,58,0
广东,2020-03-01,0,2,0,62,60,0
广东,2020-03-03,0,2,0,62,62,0
浙江,2020-01-20,1,0,0,1,0,0
浙江,2020-01-22,5,0,0,6,0,0
浙江,2020-01-23,12,0,0,18,0,0
浙江,2020-01-24,2,0,0,20,0,0
浙江,2020-01-25,1,0,0,21,0,0
浙江,2020-01-26,1,0,0,22,0,0
浙江,2020-01-28,18,0,0,40,0,0
浙江,2020-01-29,24,0,0,64,0,0
浙江,2020-01-30,17,0,0,81,0,0
浙江,2020-01-31,14,1,0,95,1,0
浙江,2020-02-01,5,3,0,100,4,0
浙江,2020-02-02,9,3,0,109,7,0
浙江,2020-02-03,6,4,0,115,11,0
浙江,2020-02-04,7,0,0,122,11,0
浙江,2020-02-05,2,3,0,124,14,0
浙江,2020-02-06,5,0,0,129,14,0
浙江,2020-02-07,4,3,0,133,17,0
浙江,2020-02-08,5,8,0,138,25,0
浙江,2020-02-09,3,2,0,141,27,0
浙江,2020-02-10,2,8,0,143,35,0
浙江,2020-02-11,0,3,0,143,38,0
浙江,2020-02-12,1,8,0,144,46,0
浙江,2020-02-13,0,3,0,144,49,0
浙江,2020-02-14,1,4,0,145,53,0
浙江,2020-02-15,1,7,0,146,60,0
浙江,2020-02-16,0,3,0,146,63,0
浙江,2020-02-17,0,1,0,146,64,0
浙江,2020-02-18,0,5,0,146,69,0
浙江,2020-02-19,0,5,0,146,74,0
浙江,2020-02-20,0,3,0,146,77,0
浙江,2020-02-21,0,7,0,146,84,0
浙江,2020-02-22,0,8,0,146,92,0
浙江,2020-02-23,0,6,0,146,98,0
浙江,2020-02-26,0,3,0,146,101,0
浙江,2020-02-27,0,2,0,146,103,0
浙江,2020-02-28,0,3,0,146,106,0
浙江,2020-02-29,0,1,0,146,107,0
浙江,2020-03-01,0,1,0,146,108,0
浙江,2020-03-02,0,4,0,146,112,0
浙江,2020-03-03,0,8,0,146,120,0
浙江,2020-03-04,0,7,0,146,127,0
浙江,2020-03-05,0,2,0,146,129,0
浙江,2020-03-06,0,1,0,146,130,0
浙江,2020-03-07,0,4,0,146,134,0
浙江,2020-03-08,0,3,0,146,137,0
浙江,2020-03-09,0,2,0,146,139,0
浙江,2020-03-10,0,5,0,146,144,0
浙江,2020-03-11,0,2,0,146,146,0
浙江,2020-06-16,1,0,0,147,146,0
上海,2020-01-20,1,0,0,1,0,0
上海,2020-01-24,0,1,0,1,1,0
上海,2020-01-25,1,0,0,2,1,0
上海,2020-01-26,0,0,1,2,1,1
上海,2020-01-27,32,2,0,34,3,1
上海,2020-01-28,7,1,0,41,4,1
上海,2020-01-29,8,1,0,49,5,1
上海,2020-01-30,10,0,0,59,5,1
上海,2020-01-31,10,0,0,69,5,1
上海,2020-02-01,6,0,0,75,5,1
上海,2020-02-02,2,0,0,77,5,1
上海,2020-02-03,3,0,0,80,5,1
上海,2020-02-04,5,0,0,85,5,1
上海,2020-02-05,4,3,0,89,8,1
上海,2020-02-06,4,6,0,93,14,1
上海,2020-02-07,2,2,0,95,16,1
上海,2020-02-08,3,4,0,98,20,1
上海,2020-02-09,0,1,0,98,21,1
上海,2020-02-10,0,2,0,98,23,1
上海,2020-02-11,2,3,0,100,26,1
上海,2020-02-13,3,1,0,103,27,1
上海,2020-02-14,7,8,0,110,35,1
上海,2020-02-15,0,13,0,110,48,1
上海,2020-02-16,0,5,0,110,53,1
上海,2020-02-17,1,6,0,111,59,1
上海,2020-02-18,0,5,0,111,64,1
上海,2020-02-19,0,2,0,111,66,1
上海,2020-02-20,0,3,0,111,69,1
上海,2020-02-21,0,4,0,111,73,1
上海,2020-02-22,1,4,0,112,77,1
上海,2020-02-23,0,4,0,112,81,1
上海,2020-02-24,0,5,0,112,86,1
上海,2020-02-25,0,3,0,112,89,1
上海,2020-02-27,0,2,0,112,91,1
上海,2020-02-29,0,3,0,112,94,1
上海,2020-03-01,0,1,0,112,95,1
上海,2020-03-02,0,1,0,112,96,1
上海,2020-03-03,0,1,0,112,97,1
上海,2020-03-04,0,1,0,112,98,1
上海,2020-03-06,0,1,0,112,99,1
上海,2020-03-07,0,1,0,112,100,1
上海,2020-03-10,0,3,0,112,103,1
上海,2020-03-11,0,1,0,112,104,1
上海,2020-03-13,0,2,0,112,106,1
上海,2020-05-17,1,0,0,113,106,1
上海,2020-05-20,1,0,0,114,106,1
上海,2020-05-27,0,1,0,114,107,1
上海,2020-06-01,0,1,0,114,108,1
北京,2020-01-20,1,0,0,1,0,0
北京,2020-01-22,1,0,0,2,0,0
北京,2020-01-23,5,0,0,7,0,0
北京,2020-01-24,4,0,0,11,0,0
北京,2020-02-02,8,0,0,19,0,0
北京,2020-02-03,1,0,0,20,0,0
北京,2020-02-04,1,0,0,21,0,0
北京,2020-02-06,3,0,0,24,0,0
北京,2020-02-09,1,0,0,25,0,0
浙江,2020-01-20,2,0,0,2,0,0
浙江,2020-01-21,2,0,0,4,0,0
浙江,2020-01-22,2,1,0,6,1,0
浙江,2020-01-24,4,0,0,10,1,0
浙江,2020-01-25,8,0,0,18,1,0
浙江,2020-01-26,14,0,0,32,1,0
浙江,2020-01-27,28,0,0,60,1,0
浙江,2020-01-28,54,2,0,114,3,0
浙江,2020-01-29,58,0,0,172,3,0
浙江,2020-01-30,55,4,0,227,7,0
浙江,2020-01-31,14,1,0,241,8,0
浙江,2020-02-01,24,2,0,265,10,0
浙江,2020-02-02,26,5,0,291,15,0
浙江,2020-02-03,49,2,0,340,17,0
浙江,2020-02-04,24,11,0,364,28,0
浙江,2020-02-05,32,0,0,396,28,0
浙江,2020-02-06,25,8,0,421,36,0
浙江,2020-02-07,17,13,0,438,49,0
浙江,2020-02-08,10,21,0,448,70,0
浙江,2020-02-09,16,8,0,464,78,0
浙江,2020-02-10,10,21,0,474,99,0
浙江,2020-02-11,7,8,0,481,107,0
浙江,2020-02-12,9,13,0,490,120,0
浙江,2020-02-13,6,20,0,496,140,0
浙江,2020-02-14,3,19,0,499,159,0
浙江,2020-02-15,3,10,0,502,169,0
浙江,2020-02-16,1,13,0,503,182,0
浙江,2020-02-17,1,12,0,504,194,0
浙江,2020-02-18,0,14,0,504,208,0
浙江,2020-02-19,0,20,0,504,228,0
浙江,2020-02-20,0,17,1,504,245,1
浙江,2020-02-21,0,23,0,504,268,1
浙江,2020-02-22,0,12,0,504,280,1
浙江,2020-02-23,0,12,0,504,292,1
浙江,2020-02-24,0,14,0,504,306,1
浙江,2020-02-25,0,11,0,504,317,1
浙江,2020-02-26,0,37,0,504,354,1
浙江,2020-02-27,0,30,0,504,384,1
浙江,2020-02-28,0,21,0,504,405,1
浙江,2020-02-29,0,27,0,504,432,1
浙江,2020-03-01,0,15,0,504,447,1
浙江,2020-03-02,0,9,0,504,456,1
浙江,2020-03-03,0,10,0,504,466,1
浙江,2020-03-04,0,12,0,504,478,1
浙江,2020-03-05,0,4,0,504,482,1
浙江,2020-03-06,0,5,0,504,487,1
浙江,2020-03-07,0,1,0,504,488,1
浙江,2020-03-08,0,4,0,504,492,1
浙江,2020-03-09,0,1,0,504,493,1
浙江,2020-03-10,0,6,0,504,499,1
浙江,2020-03-11,0,2,0,504,501,1
浙江,2020-03-16,0,2,0,504,503,1
广东,2020-01-20,1,0,0,1,0,0
广东,2020-01-21,1,0,0,2,0,0
广东,2020-01-25,2,0,0,4,0,0
广东,2020-01-26,1,0,0,5,0,0
广东,2020-01-28,2,0,0,7,0,0
广东,2020-01-29,2,1,0,9,1,0
广东,2020-01-30,2,0,0,11,1,0
广东,2020-01-31,2,0,0,13,1,0
广东,2020-02-01,1,0,0,14,1,0
广东,2020-02-03,1,0,0,15,1,0
广东,2020-02-04,3,0,0,18,1,0
广东,2020-02-05,1,3,0,19,4,0
广东,2020-02-07,1,0,0,20,4,0
广东,2020-02-08,1,2,0,21,6,0
广东,2020-02-10,0,1,0,21,7,0
广东,2020-02-11,0,2,0,21,9,0
广东,2020-02-13,1,2,0,22,11,0
广东,2020-02-20,0,1,0,22,12,0
广东,2020-02-23,0,2,0,22,14,0
广东,2020-02-27,0,3,0,22,17,0
广东,2020-03-02,0,2,0,22,19,0
广东,2020-03-04,0,1,0,22,20,0
浙江,2020-01-20,1,0,0,1,0,0
浙江,2020-01-24,1,0,0,2,0,0
浙江,2020-01-26,2,0,0,4,0,0
浙江,2020-01-28,2,0,0,6,0,0
浙江,2020-01-30,1,1,0,7,1,0
浙江,2020-02-02,0,1,0,7,2,0
浙江,2020-02-05,0,1,0,7,3,0
浙江,2020-02-06,0,1,0,7,4,0
浙江,2020-02-07,0,1,0,7,5,0
浙江,2020-02-10,3,0,0,10,5,0
浙江,2020-02-25,0,1,0,10,6,0
浙江,2020-02-27,0,1,0,10,7,0
浙江,2020-02-29,0,1,0,10,8,0
浙江,2020-03-02,0,2,0,10,10,0
广东,2020-01-20,3,0,0,3,0,0
广东,2020-01-21,1,0,0,4,0,0
广东,2020-01-23,4,0,0,8,0,0
广东,2020-01-24,2,0,0,10,0,0
广东,2020-01-26,2,0,0,12,0,0
广东,2020-01-28,2,0,0,14,0,0
广东,2020-01-29,4,0,0,18,0,0
广东,2020-01-30,8,1,0,26,1,0
广东,2020-01-31,12,0,0,38,1,0
广东,2020-02-01,3,0,0,41,1,0
广东,2020-02-02,10,0,0,51,1,0
广东,2020-02-03,13,0,0,64,1,0
广东,2020-02-04,5,0,0,69,1,0
广东,2020-02-05,4,3,0,73,4,0
广东,2020-02-07,9,0,0,82,4,0
广东,2020-02-08,1,0,0,83,4,0
广东,2020-02-09,2,5,0,85,9,0
广东,2020-02-10,1,5,0,86,14,0
广东,2020-02-11,1,3,0,87,17,0
广东,2020-02-12,2,4,0,89,21,0
广东,2020-02-13,2,6,0,91,27,0
广东,2020-02-14,4,7,0,95,34,0
广东,2020-02-15,1,3,0,96,37,0
广东,2020-02-16,1,4,0,97,41,0
广东,2020-02-17,1,2,0,98,43,0
广东,2020-02-18,0,2,1,98,45,1
广东,2020-02-20,0,4,0,98,49,1
广东,2020-02-21,0,3,0,98,52,1
广东,2020-02-23,0,2,0,98,54,1
广东,2020-02-24,0,2,0,98,56,1
广东,2020-02-25,0,3,0,98,59,1
广东,2020-02-26,0,2,0,98,61,1
广东,2020-02-27,0,2,0,98,63,1
广东,2020-02-28,0,8,0,98,71,1
广东,2020-02-29,0,4,0,98,75,1
广东,2020-03-01,0,5,0,98,80,1
广东,2020-03-02,0,1,0,98,81,1
广东,2020-03-03,0,1,0,98,82,1
广东,2020-03-04,0,1,0,98,83,1
广东,2020-03-05,0,7,0,98,90,1
